model_name,accuracy,precision,recall,f1,roc_auc,n_train,n_test,target_rate_train
logistic,0.8525601480567551,0.7655172413793103,0.4696755994358251,0.5821678321678322,0.8528316211898566,25932.0,6484.0,0.2186873361098257
random_forest,0.919802590993214,0.9428007889546351,0.6741889985895627,0.7861842105263158,0.9192058341875954,25932.0,6484.0,0.2186873361098257
